,match_id,team_id,team_name,team_rating,goals,W/L/T,date,fk_foul_lost,won_contest,possession_percentage,total_throws,att_miss_high_left,blocked_scoring_att,total_scoring_att,att_sv_low_left,total_tackle,att_miss_high_right,aerial_won,att_miss_right,att_sv_low_centre,att_miss_high,aerial_lost,att_sv_low_right,total_pass,won_corners,shot_off_target,ontarget_scoring_att,att_miss_left,att_goal_low_left,total_offside,att_sv_high_centre,accurate_pass,att_goal_high_left,att_goal_low_centre,att_goal_high_centre,att_post_left,post_scoring_att,att_sv_high_left,att_sv_high_right,att_goal_high_right,att_goal_low_right,att_post_right,att_post_high,att_pen_goal,penalty_save
0,1190174,13,Arsenal,7.307142857,4,W,11/8/17,9,16,70,21,1,8,27,1,23,2,18,3,2,1,18,2,632,9,9,10,2,2,5,1,538,1,1,,,,,,,,,,,
1,1190174,14,Leicester,6.646428571,3,L,11/8/17,12,5,30,31,,,6,,17,,18,1,,1,18,,263,4,3,3,1,1,3,,167,,,2,,,,,,,,,,
2,1190175,211,Brighton,6.308571429,,L,12/8/17,6,7,21.8,18,,2,6,,10,,13,1,1,,13,,213,3,2,2,1,,6,1,130,,,,,,,,,,,,,
3,1190175,167,Manchester City,6.902857143,2,W,12/8/17,9,6,78.2,17,,5,14,,10,2,13,2,2,,13,1,768,10,5,4,,1,1,,691,,,,1,1,,,,,,,,
4,1190176,15,Chelsea,6.396428571,2,L,12/8/17,16,5,61.9,13,1,7,19,,10,2,17,1,2,,22,,521,8,6,6,2,1,2,,446,,1,,,,1,1,,,,,,
5,1190176,184,Burnley,7.052307692,3,W,12/8/17,11,2,38.1,7,,1,10,,8,,22,1,1,,17,,320,5,4,5,2,1,1,1,241,1,,,1,1,,,1,,,,,
6,1190177,162,Crystal Palace,6.536153846,,L,12/8/17,7,18,56.7,19,,3,14,2,24,,18,1,2,4,16,,391,12,7,4,2,,,,304,,,,,,,,,,,,,
7,1190177,166,Huddersfield,7.233571429,3,W,12/8/17,19,5,43.3,30,,,9,1,28,,16,,1,1,18,1,306,9,3,6,2,,2,1,199,1,,,,,,,1,,,,,
8,1190178,31,Everton,6.993571429,1,W,12/8/17,13,1,61.6,24,,2,9,1,17,1,19,,1,,25,,497,6,3,4,2,,2,1,392,,,1,,,,,,,,,,
9,1190178,96,Stoke,6.606153846,,L,12/8/17,10,10,38.4,27,,2,9,,18,,25,2,,1,19,1,292,7,6,1,3,,6,,211,,,,,,,,,,,,,
10,1190179,32,Manchester United,7.677857143,4,W,13/08/2017,19,23,55.4,21,,8,21,,14,1,23,1,1,3,13,,493,11,8,5,2,,1,,417,,1,,,1,,,,3,1,,,
11,1190179,29,West Ham,6.077857143,,L,13/08/2017,7,3,44.6,13,,2,9,,21,1,13,1,,2,23,,397,1,6,1,1,,4,1,316,,,,,1,,,,,,1,,
12,1190180,23,Newcastle United,6.281428571,,L,13/08/2017,6,4,26.9,26,1,,6,,12,,16,,1,1,15,1,245,5,4,2,2,,2,,157,,,,,,,,,,,,,
13,1190180,30,Tottenham,7.217857143,2,W,13/08/2017,10,10,73.1,26,,7,18,,16,,15,3,3,,16,1,702,7,5,6,1,,1,,628,,2,,1,1,,,,,,,,
14,1190181,18,Southampton,6.833571429,,T,12/8/17,10,6,59.6,26,2,11,29,,12,,17,6,,3,18,,518,13,16,2,4,,,,432,,,,,1,1,1,,,,1,,
15,1190181,259,Swansea,6.668571429,,T,12/8/17,13,4,40.4,15,,2,4,,11,,18,1,,,17,,365,,2,,1,,1,,284,,,,,,,,,,,,,
16,1190182,27,Watford,6.691428571,3,T,12/8/17,14,11,45.6,26,,1,9,,19,,22,3,,,25,,395,3,4,4,1,1,3,1,277,,1,,,,,,1,,,,,
17,1190182,26,Liverpool,6.78,3,T,12/8/17,8,6,54.4,27,,1,14,,20,,25,4,1,2,22,,477,3,8,5,1,1,1,,352,,,,,1,1,,1,1,,1,1,
18,1190183,175,West Bromwich Albion,7.028571429,1,W,12/8/17,15,1,28.7,30,1,1,16,1,19,1,12,1,1,3,18,3,242,8,9,6,3,1,2,,157,,,,,,,,,,,,,
19,1190183,183,Bournemouth,6.503571429,,L,12/8/17,3,5,71.3,14,2,5,9,,16,,18,,,,12,1,612,2,2,2,,,,1,527,,,,,,,,,,,,,
20,1190184,183,Bournemouth,6.330714286,,L,19/08/2017,6,6,55.8,21,,3,6,,11,,16,,1,1,17,,438,8,1,2,,,1,,338,,,,,,,1,,,,,,
21,1190184,27,Watford,7.207142857,2,W,19/08/2017,14,9,44.2,26,1,5,19,1,20,1,17,2,3,1,16,1,338,5,7,7,2,1,7,,265,,,,,,,,,1,,,,
22,1190185,184,Burnley,6.468461538,,L,19/08/2017,11,9,67.8,22,,5,20,,9,2,24,3,,5,20,,471,6,15,,5,,1,,374,,,,,,,,,,,,,
23,1190185,175,West Bromwich Albion,6.749230769,1,W,19/08/2017,11,6,32.2,29,1,2,8,,9,2,20,1,,,24,,228,5,5,1,1,,3,,127,,,,,,,,,1,,,,
24,1190186,166,Huddersfield,7.050714286,1,W,20/08/2017,13,5,52.7,23,,1,7,1,24,1,24,,,1,12,,456,7,3,3,1,,4,1,353,,,,,,,,1,,,,,
25,1190186,23,Newcastle United,6.421428571,,L,20/08/2017,10,9,47.3,29,1,5,13,1,18,,12,1,1,1,24,2,415,3,3,5,,,5,1,296,,,,,,,,,,,,,
26,1190187,14,Leicester,7.075384615,2,W,19/08/2017,8,8,45.2,17,,6,14,2,11,,17,2,,1,16,,427,6,4,4,1,1,1,,332,1,,,,,,,,,,,,
27,1190187,211,Brighton,6.187692308,,L,19/08/2017,10,5,54.8,22,,3,5,1,11,,16,,,,17,,526,2,,2,,,2,,435,,,,,,,1,,,,,,
28,1190188,26,Liverpool,7.104285714,1,W,19/08/2017,12,13,72.4,23,1,5,23,3,24,1,20,,4,2,13,3,712,4,5,13,1,1,2,1,603,,,,,,1,,,,,,,
29,1190188,162,Crystal Palace,6.674285714,,L,19/08/2017,13,10,27.6,20,,1,4,,21,1,13,,,1,20,,273,2,2,1,,,4,,181,,,,,,1,,,,,,,
30,1190189,167,Manchester City,6.536428571,1,T,21/08/2017,7,13,65.4,29,2,4,19,2,12,,22,1,2,4,12,1,560,7,9,6,1,1,,,461,,,,1,1,,,,,,,,
31,1190189,31,Everton,6.503571429,1,T,21/08/2017,9,3,34.6,31,,,7,,19,1,12,1,1,,22,,301,1,5,2,3,,3,,198,,,,,,,,,1,,,,
32,1190190,96,Stoke,7.077142857,1,W,19/08/2017,6,7,22.9,13,1,2,11,,19,1,18,3,1,,9,,213,2,5,4,,,4,1,137,,,,,,,1,,1,,,,
33,1190190,13,Arsenal,6.607857143,,L,19/08/2017,11,16,77.1,21,,6,18,1,15,1,9,1,3,2,18,1,731,9,6,6,2,,3,1,639,,,,,,,,,,,,,
34,1190191,15,Chelsea,6.738571429,,T,17/09/2017,11,14,50.6,26,1,6,13,,13,1,17,,2,,20,1,532,5,3,4,1,,4,1,416,,,,,,,,,,,,,
35,1190191,13,Arsenal,6.837857143,,T,17/09/2017,15,6,49.4,15,1,4,11,,19,1,20,1,2,,17,,520,1,5,2,1,,2,,411,,,,,1,,,,,1,,,
36,1190192,162,Crystal Palace,6.507692308,,L,16/09/2017,14,10,45.6,17,2,2,14,,15,1,20,1,3,,20,,410,5,9,3,5,,,,311,,,,,,,,,,,,,
37,1190192,18,Southampton,6.988571429,1,W,16/09/2017,13,8,54.4,17,1,5,13,1,15,,20,1,,,20,1,503,5,4,4,2,1,1,1,404,,,,,,,,,,,,,
38,1190193,166,Huddersfield,6.900714286,,T,26/08/2017,10,8,44.7,27,,6,16,1,17,1,25,,5,2,18,,378,5,4,6,1,,,,265,,,,,,,,,,,,,
39,1190193,18,Southampton,6.763571429,,T,26/08/2017,10,9,55.3,28,,,6,,16,,18,3,1,,25,1,502,4,3,3,,,3,,382,,,,,,,1,,,,,,
40,1190194,166,Huddersfield,6.647857143,1,T,16/09/2017,6,8,59.8,33,,6,15,,16,,24,3,1,,27,,486,8,6,3,3,1,3,1,383,,,,,,,,,,,,,
41,1190194,14,Leicester,6.652142857,1,T,16/09/2017,6,13,40.2,35,1,5,10,,8,,27,1,,1,24,,344,4,4,1,1,,1,,247,,1,,,,,,,,,,1,
42,1190195,26,Liverpool,7.535,4,W,27/08/2017,6,15,48.6,17,1,3,18,1,19,,11,2,4,,14,,507,4,5,10,2,1,3,,411,1,,,,,1,,,2,,,,
43,1190195,13,Arsenal,6.031428571,,L,27/08/2017,9,9,51.4,18,1,2,8,,13,1,14,1,,1,11,,539,3,6,,2,,5,,438,,,,,,,,,,,,,
44,1190196,26,Liverpool,6.937692308,1,T,16/09/2017,7,14,71.3,29,2,12,35,2,6,1,8,3,3,4,15,3,676,12,14,9,3,1,1,,581,,,,,1,,,,,,1,,
45,1190196,184,Burnley,6.647857143,1,T,16/09/2017,9,3,28.7,10,,,5,1,11,,15,1,,,8,1,277,2,1,4,,1,5,,183,,,,,,,1,,,,,,
46,1190197,32,Manchester United,7.265,2,W,26/08/2017,8,17,69.1,19,,8,22,4,9,1,22,1,,2,24,1,662,9,7,7,3,,2,,576,,1,1,,,,,,,,,,
47,1190197,14,Leicester,6.681428571,,L,26/08/2017,7,10,30.9,14,,2,11,2,22,,24,3,1,,22,1,300,3,5,4,2,,3,,208,,,,,,,,,,,,,1
48,1190198,32,Manchester United,7.424285714,4,W,17/09/2017,15,9,49.2,18,,4,16,,14,,14,2,3,1,8,,476,4,5,7,1,1,2,,403,1,,,1,1,,,,2,,,1,
49,1190198,31,Everton,6.053571429,,L,17/09/2017,14,4,50.8,19,,2,7,,22,,8,,2,,14,,510,1,2,3,2,,3,1,415,,,,,,,,,,,,,
50,1190199,23,Newcastle United,7.429285714,3,W,26/08/2017,17,8,37.5,19,,3,17,1,14,1,25,2,3,2,16,1,271,7,6,8,1,1,,,169,,1,,,,,,,1,,,,
51,1190199,29,West Ham,6.232857143,,L,26/08/2017,11,8,62.5,32,1,,8,,17,,16,1,2,2,25,,473,5,5,3,1,,2,1,358,,,,,,,,,,,,,
52,1190200,23,Newcastle United,6.937857143,2,W,16/09/2017,13,6,42.1,22,1,5,14,,25,,23,2,1,1,22,,291,7,6,3,2,1,2,,207,,,1,,,,,,,,,,
53,1190200,96,Stoke,6.609230769,1,L,16/09/2017,11,11,57.9,43,3,2,13,,15,1,22,2,1,1,23,,405,5,7,4,,1,1,,304,,,,,,2,,,,,,,
54,1190201,30,Tottenham,6.682142857,1,T,27/08/2017,9,10,67.3,14,,17,28,1,9,1,15,3,1,2,27,1,588,10,6,5,,,1,,503,,,,,,,1,,1,,,,
55,1190201,184,Burnley,6.899285714,1,T,27/08/2017,9,6,32.7,13,1,2,13,,16,,27,1,1,4,15,,272,7,8,3,2,,6,,193,,,,,,,1,,1,,,,
56,1190202,30,Tottenham,6.872307692,,T,16/09/2017,11,7,74.9,27,,4,26,2,14,,17,1,1,8,13,3,757,11,14,8,4,,,1,674,,,,,1,1,,,,,1,,
57,1190202,259,Swansea,6.842142857,,T,16/09/2017,9,10,25.1,7,1,,4,,17,,13,2,,1,17,,257,1,4,,,,,,164,,,,,,,,,,,,,
58,1190203,27,Watford,6.688571429,,T,26/08/2017,7,8,42.2,29,,3,8,,10,,20,,,3,20,,334,3,5,,2,,,,244,,,,,,,,,,,,,
59,1190203,211,Brighton,6.727142857,,T,26/08/2017,18,5,57.8,15,1,6,16,,12,,20,5,1,,20,1,433,11,8,2,1,,5,,359,,,,1,1,,,,,,,,
60,1190204,27,Watford,5.853571429,,L,16/09/2017,8,11,32.6,17,1,1,7,,7,,12,1,,1,14,,312,3,5,1,2,,2,,236,,,,,,1,,,,,,,
61,1190204,167,Manchester City,7.927857143,6,W,16/09/2017,6,13,67.4,15,,8,28,,19,1,14,5,2,1,12,,637,11,10,10,3,3,,,576,1,1,,,,1,1,1,,,,1,
62,1190205,175,West Bromwich Albion,6.459285714,1,T,27/08/2017,10,4,42.8,21,,,10,,17,1,13,3,,,29,,314,10,8,2,3,1,2,1,239,,,,,1,,,,,,1,,
63,1190205,96,Stoke,6.888461538,1,T,27/08/2017,9,10,57.2,19,,5,16,,20,,29,4,,1,13,,438,4,9,2,4,,,,380,,,,,,,1,,1,,,,
64,1190206,259,Swansea,6.055714286,,L,19/08/2017,12,5,41,23,1,,5,,21,,19,,,1,11,,406,3,5,,2,,1,,315,,,,,1,,,,,,1,,
65,1190206,32,Manchester United,7.535,4,W,19/08/2017,11,13,59,13,1,3,17,,16,,11,3,3,,19,,601,5,6,8,1,,,1,523,,2,,,1,,,,2,,1,,
66,1190207,175,West Bromwich Albion,6.593571429,,T,16/09/2017,15,9,36.8,17,,2,6,1,7,,6,1,,1,15,,290,2,3,1,1,,3,,212,,,,,,,,,,,,,
67,1190207,29,West Ham,6.614285714,,T,16/09/2017,7,5,63.2,22,,3,9,,11,,15,1,1,2,6,,487,3,5,1,1,,2,,414,,,,,1,,,,,,1,,
68,1190208,13,Arsenal,7.411428571,3,W,9/9/17,14,8,58.4,26,1,4,17,3,16,,18,1,1,1,18,2,583,10,4,9,1,1,4,,464,,,,,,,,1,1,,,,
69,1190208,183,Bournemouth,6.302142857,,L,9/9/17,10,7,41.6,27,,,7,1,11,1,18,2,,,18,,401,3,5,2,1,,,,291,,,,,1,,1,,,1,,,
70,1190209,30,Tottenham,6.416428571,1,L,20/08/2017,14,16,67.7,25,,6,18,1,14,1,12,2,2,,16,,592,14,6,6,2,,,1,501,,,,,1,,2,,,1,,,
71,1190209,15,Chelsea,7.053076923,2,W,20/08/2017,21,9,32.3,8,1,3,9,,31,,16,1,,1,12,,280,4,4,2,,,,,195,,,,1,1,,,1,1,,,,
72,1190210,13,Arsenal,7.241428571,2,W,25/09/2017,8,13,69.1,19,,4,16,1,15,,24,2,1,3,21,,615,7,6,6,1,,,,537,,,,,,1,1,,2,,,1,
73,1190210,175,West Bromwich Albion,6.334285714,,L,25/09/2017,17,10,30.9,16,1,1,7,1,16,,21,1,2,,24,,272,4,3,3,1,,,,188,,,,,,,,,,,,,
74,1190211,211,Brighton,7.18,3,W,9/9/17,9,3,48.6,16,,3,12,,17,,15,1,3,2,24,,448,2,3,6,,2,1,,363,,,,,,,,,1,,,,
75,1190211,175,West Bromwich Albion,6.415,1,L,9/9/17,4,10,51.4,28,2,3,12,,8,,24,1,1,,15,,461,6,6,3,3,,1,1,377,,1,,,,,,,,,,,
76,1190213,211,Brighton,7.2775,1,W,24/09/2017,6,6,48.8,25,1,2,7,1,16,,33,,1,,21,,438,2,2,3,1,,1,,339,,,1,,,,,,,,,,
77,1190213,23,Newcastle United,6.547142857,,L,24/09/2017,8,11,51.2,28,,5,17,3,14,,21,3,1,2,33,1,458,8,7,5,2,,,,365,,,,,,,,,,,,,
78,1190214,184,Burnley,6.992857143,1,W,10/9/17,7,7,35.3,24,,,4,1,18,,23,2,,,17,,254,3,2,2,,,8,,160,,1,,,,,,,,,,,
79,1190214,162,Crystal Palace,6.597692308,,L,10/9/17,14,24,64.7,33,,13,23,2,12,,17,2,,1,23,1,450,13,6,4,3,,1,,342,,,,,,1,,,,,,,
80,1190215,183,Bournemouth,6.58,1,L,26/08/2017,13,10,29.8,19,,3,9,1,20,,13,,,,23,1,258,2,3,3,2,,,,152,,,,1,1,,,1,,,,,
81,1190215,167,Manchester City,6.987142857,2,W,26/08/2017,14,13,70.2,35,1,4,19,,13,1,23,3,4,1,13,1,604,5,7,8,,2,3,,524,,,,1,1,1,,,,,,,
82,1190216,184,Burnley,6.763076923,,T,23/09/2017,9,7,52,31,,1,4,,15,,26,1,2,,22,,456,3,1,2,,,5,,333,,,,,,,,,,,,,
83,1190216,166,Huddersfield,6.846428571,,T,23/09/2017,14,6,48,31,,2,9,,25,2,22,1,,1,26,2,417,4,5,2,1,,3,,316,,,,,,,,,,,,,
84,1190217,31,Everton,6.232857143,,L,9/9/17,14,6,50.7,19,1,6,12,,17,,12,2,,1,15,,464,7,5,1,1,,4,,375,,,,,,,1,,,,,,
85,1190217,30,Tottenham,7.310714286,3,W,9/9/17,14,10,49.3,22,,3,15,,13,2,15,1,2,1,12,1,458,3,6,6,2,,3,,367,,,2,,,,,,1,,,,
86,1190218,15,Chelsea,7.110714286,2,W,27/08/2017,12,11,56.7,26,,7,18,,14,,16,2,4,1,10,1,583,6,4,7,1,1,,,500,1,,,,,,,,,,,,
87,1190218,31,Everton,6.365714286,,L,27/08/2017,7,7,43.3,20,,2,7,,17,,10,3,,1,16,,437,3,5,,1,,,,355,,,,,,,,,,,,,
88,1190219,31,Everton,6.855,2,W,23/09/2017,12,3,50.6,25,,4,12,,19,,15,2,,1,14,1,426,4,5,3,2,1,3,,334,,,,,,,,1,,,,,
89,1190219,183,Bournemouth,6.505714286,1,L,23/09/2017,11,10,49.4,20,,2,8,1,13,,14,1,1,1,15,1,415,6,2,4,,1,1,,321,,,,,,,,,,,,,
90,1190220,14,Leicester,6.503571429,1,L,9/9/17,11,7,40.4,23,,3,8,1,18,,12,1,,,7,,347,2,3,2,2,,1,,259,,1,,,,,,,,,,1,
91,1190220,15,Chelsea,6.937857143,2,W,9/9/17,8,11,59.6,17,1,5,16,,20,1,7,1,3,1,12,1,521,9,5,6,1,2,3,,434,,,,,,,,,,,,,
92,1190221,162,Crystal Palace,6.272142857,,L,26/08/2017,9,7,53.1,27,,1,16,1,16,1,21,3,1,3,18,1,504,1,12,3,5,,,,416,,,,,,,,,,,,,
93,1190221,259,Swansea,7.08,2,W,26/08/2017,6,4,46.9,20,,2,7,,20,,18,1,1,,21,,464,1,2,3,1,1,3,,369,,,,,,,,,1,,,,
94,1190222,14,Leicester,6.558571429,2,L,23/09/2017,13,10,43.3,41,,3,12,,15,,24,1,,1,30,2,360,3,2,7,,1,4,3,237,,1,,,,,,,,,,,
95,1190222,26,Liverpool,7.141428571,3,W,23/09/2017,14,12,56.7,25,,8,23,1,14,1,30,4,1,3,24,1,486,6,9,6,,2,1,,352,,,,1,1,,,1,,,,,1
96,1190223,167,Manchester City,7.666428571,5,W,9/9/17,10,4,66.1,21,1,,13,1,14,1,9,,2,,4,2,730,8,3,10,1,2,5,,658,1,2,,,,,,,,,,,
97,1190223,26,Liverpool,5.996428571,,L,9/9/17,9,10,33.9,17,,2,7,2,15,,4,1,1,,9,,372,3,2,3,1,,2,,288,,,,,,,,,,,,,
98,1190224,31,Everton,6.292857143,2,L,22/10/2017,14,6,32.4,16,,2,9,,8,1,18,,1,2,13,,287,,4,3,1,,2,,199,1,1,,,,,,,,,,,
99,1190224,13,Arsenal,7.285384615,5,W,22/10/2017,14,11,67.6,30,,8,30,2,12,1,13,4,2,,18,4,616,7,8,14,2,3,1,1,516,,,1,,1,,,,1,,1,,
100,1190225,18,Southampton,6.265714286,,L,9/9/17,8,6,52.7,32,1,5,9,,19,,19,1,,,23,,423,7,3,1,1,,2,,304,,,,,,,1,,,,,,
101,1190225,27,Watford,7.271428571,2,W,9/9/17,11,10,47.3,26,1,4,12,,19,1,23,1,1,,19,,384,4,5,3,2,1,1,,276,,,,,,,,,1,,,,
102,1190226,166,Huddersfield,6.882857143,2,W,21/10/2017,10,11,22.1,13,,2,5,,27,,15,,1,,15,,210,4,,3,,,2,,116,,1,,,,,,,1,,,,
103,1190226,32,Manchester United,6.422142857,1,L,21/10/2017,12,13,77.9,28,,3,9,,13,,15,1,1,,15,1,741,7,3,3,2,1,3,,643,,,,,,,,,,,,,
104,1190227,96,Stoke,6.943076923,2,T,9/9/17,10,9,36.8,13,,1,10,,19,,13,,,1,16,1,332,5,4,5,3,,1,1,252,1,,1,,,,1,,,,,,
105,1190227,32,Manchester United,6.747857143,2,T,9/9/17,10,10,63.2,24,1,5,18,,9,,16,,4,3,13,1,564,11,5,8,1,,4,1,490,,,1,,,,,,1,,,,
106,1190228,167,Manchester City,7.246428571,3,W,21/10/2017,10,17,77.4,26,,1,15,,9,,13,1,3,,6,2,803,4,4,10,3,,1,1,723,,,,,,1,,,3,,,1,
107,1190228,184,Burnley,6.221428571,,L,21/10/2017,6,6,22.6,16,2,3,6,,14,,6,,,1,13,,227,5,3,,,,2,,150,,,,,,,,,,,,,
108,1190229,259,Swansea,6.713846154,,L,10/9/17,11,13,61.8,21,,1,10,2,14,,21,,2,3,16,,525,8,5,4,2,,1,,424,,,,,,,,,,,,,
109,1190229,23,Newcastle United,7.047857143,1,W,10/9/17,15,5,38.2,14,,5,16,,21,2,16,,3,1,21,3,329,5,3,8,,,,1,240,,,1,,,,,,,,,,
