,match_id,team_id,team_name,team_rating,goals,W/L/T,date,fk_foul_lost,won_contest,possession_percentage,total_throws,att_miss_high_left,blocked_scoring_att,total_scoring_att,att_sv_low_left,total_tackle,att_miss_high_right,aerial_won,att_miss_right,att_sv_low_centre,att_miss_high,aerial_lost,att_sv_low_right,total_pass,won_corners,shot_off_target,ontarget_scoring_att,att_miss_left,att_goal_low_left,total_offside,att_sv_high_centre,accurate_pass,att_goal_high_left,att_goal_low_centre,att_goal_high_centre,att_post_left,post_scoring_att,att_sv_high_left,att_sv_high_right,att_goal_high_right,att_goal_low_right,att_post_right,att_post_high,att_pen_goal,penalty_save
224,1190287,32,Manchester United,7.288571429,4,W,18/11/2017,10,12,64.7,26,1,3,16,1,15,,14,2,1,1,13,,620,11,6,7,2,1,1,,542,,,,,,1,,1,2,,,,
225,1190287,23,Newcastle United,6.432857143,1,L,18/11/2017,9,12,35.3,12,,1,12,1,18,,13,4,2,,14,,344,4,6,5,2,1,1,,260,,,,,,,1,,,,,,
226,1190288,14,Leicester,7.023571429,2,W,28/11/2017,7,9,37.4,22,,,7,,23,,16,1,,1,18,1,336,4,3,4,1,,2,,240,1,,,,,1,,,1,,,,
227,1190288,30,Tottenham,6.622142857,1,L,28/11/2017,10,10,62.6,25,,3,18,1,19,1,18,2,3,1,16,,561,9,9,6,5,,1,,465,,,,,,,1,1,,,,,
228,1190289,184,Burnley,7.107692308,1,W,9/12/17,10,5,49,18,,1,8,2,8,,41,1,,1,34,1,377,3,2,5,,,6,,251,,,,,,1,,,1,,,,
229,1190289,27,Watford,6.621538462,,L,9/12/17,12,4,51,20,1,1,11,,10,,34,,1,2,41,,394,5,8,2,5,,3,1,276,,,,,,,,,,,,,
230,1190290,27,Watford,7.230714286,2,W,19/11/2017,13,7,58.5,12,1,2,17,,13,,22,4,3,1,23,1,614,3,8,7,2,1,,1,515,,,,,,,,,1,,,,
231,1190290,29,West Ham,6.442307692,,L,19/11/2017,10,9,41.5,24,1,,10,1,6,,23,,3,1,22,2,434,1,4,6,2,,3,,336,,,,,,,,,,,,,
232,1190291,27,Watford,6.540714286,2,L,28/11/2017,12,14,59.4,25,,4,12,,16,,16,2,,2,16,1,496,5,5,3,,2,,,411,,,,,1,,,,,,1,1,
233,1190291,32,Manchester United,7.036428571,4,W,28/11/2017,10,13,40.6,25,,5,15,3,14,,16,1,,1,16,,346,5,3,7,1,1,,,257,1,1,,,,,,,1,,,,
234,1190292,167,Manchester City,7.080714286,3,W,5/11/17,15,16,58.2,16,,2,9,1,18,,5,,1,2,5,,624,5,2,5,,,3,,544,,1,,,,,,,2,,,1,
235,1190292,13,Arsenal,6.201428571,1,L,5/11/17,15,5,41.8,27,1,,6,1,16,,5,,1,,5,,450,5,3,3,2,1,3,,369,,,,,,,,,,,,,
236,1190293,162,Crystal Palace,6.82,2,T,9/12/17,14,5,45.1,20,1,8,24,3,18,1,23,2,1,1,12,2,345,6,8,8,3,,5,,257,,1,,,,,,1,,,,1,
237,1190293,183,Bournemouth,6.868571429,2,T,9/12/17,14,10,54.9,21,,3,11,1,19,1,12,,2,1,23,,442,3,3,5,1,1,3,,352,1,,,,,,,,,,,,1
238,1190294,175,West Bromwich Albion,6.114285714,,L,18/11/2017,13,10,38.6,18,1,,7,,18,,19,1,,1,13,,378,3,5,2,2,,3,2,307,,,,,,,,,,,,,
239,1190294,15,Chelsea,7.459285714,4,W,18/11/2017,12,15,61.4,15,,2,11,2,14,,13,1,,1,19,1,610,4,2,7,,1,1,,529,,1,1,,,,,,1,,,,
240,1190295,175,West Bromwich Albion,6.867857143,2,T,28/11/2017,13,11,47.9,20,,2,8,,22,,27,,,,27,1,401,1,2,4,1,1,,,305,,1,,,1,1,,,,,1,,
241,1190295,23,Newcastle United,6.641428571,2,T,28/11/2017,12,6,52.1,25,,5,14,,18,1,27,3,2,,27,1,435,6,5,4,1,,2,,342,1,,,,,,,,,,,,
242,1190296,23,Newcastle United,6.838571429,,L,4/11/17,11,8,48,14,1,3,16,1,19,2,31,3,,1,36,,373,11,9,4,1,,5,2,276,,,,1,1,,1,,,,,,
243,1190296,183,Bournemouth,7.057692308,1,W,4/11/17,12,5,52,26,1,4,16,1,10,2,36,1,,,31,3,407,9,6,6,2,,1,1,308,,,,,,,,1,,,,,
244,1190297,166,Huddersfield,7.260714286,2,W,9/12/17,6,6,58.4,28,,5,19,,23,,35,1,3,3,22,1,541,8,8,6,4,1,1,,403,,1,,,,,,,,,,,
245,1190297,211,Brighton,6.215,,L,9/12/17,10,5,41.6,29,1,3,7,1,17,,22,,,1,35,,391,1,2,2,,,5,,267,,,,,,,1,,,,,,
246,1190298,184,Burnley,6.580833333,,L,26/11/2017,8,9,36.3,9,1,3,8,,13,,19,,,,24,1,350,5,3,2,1,,4,,269,,,,,1,,1,,,1,,,
247,1190298,13,Arsenal,7.02,1,W,26/11/2017,14,14,63.7,20,3,7,18,1,11,1,24,3,,1,19,,636,5,9,2,1,1,3,,531,,,,,,,,,,,,1,
248,1190299,15,Chelsea,7.159285714,1,W,29/11/2017,10,12,61.1,25,1,4,21,1,22,1,21,3,1,2,9,5,608,15,7,10,,1,,2,518,,,,,,,,,,,,,
249,1190299,259,Swansea,6.467857143,,L,29/11/2017,7,4,38.9,22,,1,2,,16,1,9,,,,21,,404,1,1,,,,,,315,,,,,,,,,,,,,
250,1190300,18,Southampton,6.41,,L,4/11/17,4,11,62.8,27,1,4,13,1,15,1,16,,,2,23,,575,9,6,3,2,,2,,466,,,,,,1,1,,,,,,
251,1190300,184,Burnley,6.996923077,1,W,4/11/17,4,7,37.2,32,2,2,5,,11,,23,,,,16,,344,1,2,1,,,1,,239,,,,,,,,,1,,,,
252,1190301,26,Liverpool,6.727142857,1,T,10/12/17,8,18,79.4,30,2,8,23,,13,1,14,3,,4,14,,736,12,12,3,2,,1,,644,1,,,,,2,,,,,,,
253,1190301,31,Everton,6.566428571,1,T,10/12/17,11,1,20.6,11,,,3,1,21,,14,1,,,14,,197,1,1,2,,,,,99,,,1,,,,,,,,,1,
254,1190302,162,Crystal Palace,6.95,2,W,25/11/2017,9,9,54,38,,3,10,,27,,14,1,2,,15,1,492,5,2,5,1,,2,,379,,1,,,,,,,1,,,,
255,1190302,96,Stoke,6.753076923,1,L,25/11/2017,5,13,46,38,,1,10,1,20,,15,4,1,1,14,,425,2,6,3,1,,1,,327,,,,,,,,,1,,,,
256,1190303,31,Everton,7.564285714,4,W,29/11/2017,16,11,43.9,21,,1,8,1,19,,26,,,1,22,,411,2,2,5,1,1,2,,325,1,2,,,,,,,,,,,1
257,1190303,29,West Ham,6.057142857,,L,29/11/2017,6,17,56.1,30,,1,7,1,11,,22,,,2,26,1,511,6,3,3,,,1,1,406,,,,,1,,,,,,1,,1
258,1190304,96,Stoke,6.877692308,2,T,4/11/17,12,6,47.2,28,,1,11,2,15,1,27,1,2,,26,1,379,4,3,7,1,2,,,284,,,,,,,,,,,,,
259,1190304,14,Leicester,6.767857143,2,T,4/11/17,8,6,52.8,24,,5,14,,14,,26,2,,1,27,,424,10,5,4,2,,5,2,337,,1,,,,,,1,,,,,
260,1190305,32,Manchester United,6.523571429,1,L,10/12/17,16,14,35.4,20,,1,8,,22,1,13,,3,1,20,1,329,2,2,5,,1,4,,225,,,,,,,,,,,,,
261,1190305,167,Manchester City,6.844285714,2,W,10/12/17,10,17,64.6,20,1,4,14,2,18,,20,,2,2,13,,606,8,3,7,,,,,502,,,1,,,,1,,1,,,,
262,1190306,166,Huddersfield,6.358571429,1,L,26/11/2017,10,8,20.5,19,1,1,4,,16,,19,1,,,11,,184,3,3,,1,,3,,94,,,,,,,,,,,,,
263,1190306,167,Manchester City,6.797142857,2,W,26/11/2017,10,15,79.5,16,1,2,14,1,21,,11,2,1,2,19,,733,7,7,5,1,,3,,642,,,1,,1,,1,,1,,1,1,
264,1190307,167,Manchester City,6.983076923,2,W,29/11/2017,12,7,74.3,29,,6,26,2,16,,19,1,3,3,13,4,778,6,8,12,4,1,1,,668,,,,,,1,,1,,,,,
265,1190307,18,Southampton,6.756428571,1,L,29/11/2017,11,9,25.7,13,,2,7,1,15,,13,,,2,19,,270,5,3,2,,,1,,157,,,,,1,,,1,,,1,,
266,1190308,259,Swansea,6.551428571,,L,4/11/17,13,11,56.1,22,1,7,12,,12,,27,1,1,,23,,468,8,3,2,,,1,,379,,,,,1,1,,,,,1,,
267,1190308,211,Brighton,6.898571429,1,W,4/11/17,12,3,43.9,16,,1,5,,17,,23,1,,,27,,371,7,2,2,1,,2,1,267,,,,,,,,,1,,,,
268,1190309,23,Newcastle United,6.655714286,2,L,9/12/17,10,9,37.8,21,,2,10,,21,,33,2,1,,24,1,337,6,4,4,2,1,1,,230,,1,,,,,,,,,,,
269,1190309,14,Leicester,6.890714286,3,W,9/12/17,8,22,62.2,21,1,1,13,1,20,2,24,2,,,33,2,562,5,7,5,2,,2,,446,1,,,,,,,1,,,,,
270,1190310,26,Liverpool,6.808571429,1,T,25/11/2017,10,13,53.5,22,1,9,16,1,19,,7,1,1,,12,1,587,7,3,4,1,,,,504,,,,,,,,,1,,,,
271,1190310,15,Chelsea,6.896428571,1,T,25/11/2017,7,18,46.5,19,,3,11,1,23,1,12,1,,1,7,,497,8,5,3,2,,5,,411,1,,,,,,1,,,,,,
272,1190311,96,Stoke,6.345384615,,L,29/11/2017,8,11,39.9,24,1,5,10,,16,1,34,1,1,1,25,,349,5,4,1,,,4,,244,,,,,,,,,,,,,
273,1190311,26,Liverpool,7.311428571,3,W,29/11/2017,10,11,60.1,23,,4,14,,14,1,25,1,2,,34,1,548,10,3,7,,1,2,1,445,,1,1,1,1,,,,,,,,
274,1190312,30,Tottenham,6.979285714,1,W,5/11/17,6,7,68.4,27,,4,12,,20,,16,1,1,1,14,,583,10,6,2,4,1,3,,491,,,,,,,,,,,,,
275,1190312,162,Crystal Palace,6.548333333,,L,5/11/17,7,8,31.6,22,,3,11,1,19,,14,2,,1,16,2,268,9,5,3,2,,4,,185,,,,,,,,,,,,,
276,1190313,18,Southampton,6.81,1,T,10/12/17,12,12,33,13,,1,6,1,14,,9,1,1,,12,,375,4,2,3,,,4,,296,,1,,,1,,,,,,1,,
277,1190313,13,Arsenal,6.575714286,1,T,10/12/17,10,9,67,19,,1,11,1,13,1,12,,1,,9,2,758,5,4,6,3,,1,,664,,,,,,1,,,1,,,,
278,1190314,32,Manchester United,6.94,1,W,25/11/2017,9,18,58.3,22,1,4,15,,10,,14,1,4,1,14,,565,5,7,4,4,,2,,478,,,,,,,,,,,,,
279,1190314,211,Brighton,6.483571429,,L,25/11/2017,9,5,41.7,17,1,3,8,,18,,14,1,2,,14,,404,,3,2,1,,1,,311,,,,,,,,,,,,,
280,1190315,13,Arsenal,6.497142857,1,L,2/12/17,11,9,75.1,24,1,11,33,5,18,,12,,5,2,25,2,656,12,6,16,2,1,4,,562,,,,1,1,2,1,,,,,,
281,1190315,32,Manchester United,7.478571429,3,W,2/12/17,10,7,24.9,12,,3,8,,15,,25,1,1,,12,,222,1,1,4,,2,,,147,,1,,,,,,,,,,,
282,1190316,29,West Ham,6.131428571,1,L,4/11/17,9,9,48,22,1,,6,,10,,16,,,3,14,,442,2,5,1,,,5,,335,,,,,1,,,,1,1,,,
283,1190316,26,Liverpool,7.107142857,4,W,4/11/17,13,10,52,25,1,1,15,3,20,,14,1,,1,16,,488,3,7,7,4,,1,,381,,,,,,,,1,3,,,,
284,1190317,259,Swansea,7.044285714,1,W,9/12/17,8,13,54.3,25,,7,18,1,20,1,21,1,,4,28,1,461,6,8,3,2,,1,,365,,,,,,,,1,,,,,
285,1190317,175,West Bromwich Albion,6.435714286,,L,9/12/17,18,6,45.7,30,,3,7,1,15,,28,,,1,21,,396,3,3,1,2,,2,,298,,,,,,,,,,,,,
286,1190318,23,Newcastle United,6.390714286,,L,25/11/2017,8,11,52.4,26,2,5,12,,12,,28,2,,,23,2,480,6,5,2,1,,4,,378,,,,,,,,,,,,,
287,1190318,27,Watford,7.337857143,3,W,25/11/2017,13,4,47.6,19,1,1,12,1,27,,23,3,,2,28,1,441,3,7,4,1,,1,,315,,1,,,,,,,1,,,,
288,1190319,183,Bournemouth,6.726428571,1,T,3/12/17,6,10,47.8,31,1,4,16,1,12,1,13,2,,2,23,2,415,5,7,5,1,,,1,330,,1,,,,,,,,,,,
289,1190319,18,Southampton,6.961428571,1,T,3/12/17,12,13,52.2,10,,2,15,1,23,1,23,,1,4,13,1,458,4,9,4,4,,6,,371,,,,,,,,,1,,,,
290,1190320,13,Arsenal,7.229230769,2,W,18/11/2017,11,7,42.1,21,,5,14,1,18,1,16,1,2,1,20,,399,7,4,5,1,,8,,281,1,,,,,,,1,,,,,
291,1190320,30,Tottenham,6.508571429,,L,18/11/2017,16,15,57.9,28,,2,14,,12,2,20,1,2,,16,1,549,4,8,4,5,,1,,436,,,,,,,1,,,,,,
292,1190321,30,Tottenham,7.320714286,5,W,9/12/17,12,5,70.8,17,,3,20,1,18,1,19,2,5,1,21,1,657,12,6,11,2,1,7,,579,,,,,,,,,3,,,,
293,1190321,96,Stoke,6.275,1,L,9/12/17,9,6,29.2,12,,,4,1,17,,21,1,1,,19,,268,6,1,3,,,2,,172,,,,,,,,,1,,,,
294,1190322,18,Southampton,7.284285714,4,W,26/11/2017,6,8,67.2,29,,5,17,,19,2,26,2,,1,24,1,663,7,7,5,1,1,,,564,,1,1,,1,,,,1,1,,,
295,1190322,31,Everton,6.156428571,1,L,26/11/2017,13,4,32.8,19,,,5,,12,1,24,,1,1,26,,329,2,3,2,1,,,,232,,,,,,,,,1,,,,
296,1190323,211,Brighton,6.022142857,1,L,2/12/17,8,6,42.8,12,1,1,6,,18,,16,1,1,,13,,489,2,3,2,1,,,,398,,,,,,,,1,,,,1,
297,1190323,26,Liverpool,7.242857143,5,W,2/12/17,7,9,57.2,21,,2,12,,17,,13,1,2,2,16,,662,2,4,6,1,1,2,,583,1,,1,,,,,,1,,,,
298,1190324,183,Bournemouth,7.3,4,W,18/11/2017,13,4,30.7,15,1,,9,,12,,22,2,,1,12,,246,8,4,5,,,1,1,147,1,1,,,,,,,2,,,,
299,1190324,166,Huddersfield,6.130714286,,L,18/11/2017,10,11,69.3,25,,6,19,1,19,1,12,3,1,,22,,539,11,10,3,6,,,1,441,,,,,,,,,,,,,
300,1190325,29,West Ham,7.188461538,1,W,9/12/17,10,22,30.6,21,,2,5,,22,,14,1,1,,18,,299,4,1,2,,1,3,,219,,,,,,,,,,,,,
301,1190325,15,Chelsea,6.566428571,,L,9/12/17,10,15,69.4,23,,9,19,,24,,18,3,,3,14,2,683,3,8,2,2,,2,,586,,,,,,,,,,,,,
302,1190326,259,Swansea,6.850769231,,T,25/11/2017,18,10,48.2,23,2,3,10,1,17,,18,1,,1,17,,447,4,6,1,1,,3,,350,,,,,1,,,,,,1,,
303,1190326,183,Bournemouth,6.807142857,,T,25/11/2017,6,13,51.8,21,,2,9,1,16,,17,1,2,,18,1,472,5,2,5,1,,1,,390,,,,,,1,,,,,,,
304,1190327,15,Chelsea,7.213571429,3,W,2/12/17,8,18,65.6,18,,6,23,,17,1,20,2,5,1,10,1,743,11,8,9,3,1,2,,647,,2,,,1,,,,,1,,1,
305,1190327,23,Newcastle United,6.31,1,L,2/12/17,13,6,34.4,16,,2,8,1,17,,10,1,,1,20,,390,4,4,2,2,,1,,299,,1,,,,,,,,,,,
306,1190328,211,Brighton,6.610714286,2,T,20/11/2017,13,11,53.8,17,,,9,,14,,9,4,,1,22,,462,6,6,3,1,,3,1,364,,1,,,,,,,1,,,,
307,1190328,96,Stoke,7.0275,2,T,20/11/2017,5,18,46.2,24,,5,13,,10,,22,1,1,,9,2,396,7,2,6,1,,1,1,316,1,,,,,,,,1,,,,
308,1190330,30,Tottenham,6.756923077,1,T,25/11/2017,10,17,72.5,28,1,10,25,1,15,1,21,3,2,2,27,,689,8,10,5,3,,2,,601,,,,,,1,,,1,,,,
309,1190330,175,West Bromwich Albion,6.834285714,1,T,25/11/2017,13,10,27.5,19,,,5,,20,,27,,1,,21,,266,,3,2,3,1,6,,190,,,,,,,,,,,,,
310,1190331,31,Everton,7.182857143,2,W,2/12/17,12,4,47.1,33,,1,6,,13,,40,,,,29,1,367,2,1,4,1,1,1,,252,1,,,,,,1,,,,,,
311,1190331,166,Huddersfield,6.500769231,,;,2/12/17,9,7,52.9,31,,,5,1,23,1,29,,1,,40,,396,5,2,3,1,,,1,281,,,,,,,,,,,,,
312,1190459,18,Southampton,6.757142857,3,W,19/08/2017,18,3,66.1,16,,3,14,,10,1,16,2,1,,25,1,569,7,6,5,2,,1,,487,,2,,,1,,,,1,,1,2,
313,1190459,29,West Ham,6.587142857,2,L,19/08/2017,10,6,33.9,13,,2,16,1,12,,25,6,1,,16,1,287,2,6,8,,,,2,192,1,,,,,,1,,1,,,,
314,1190519,184,Burnley,6.917142857,1,W,12/12/17,6,2,51,32,2,3,10,1,14,,31,1,,,44,,392,6,5,2,2,,4,,251,,,,,,,,,1,,,,
315,1190519,96,Stoke,6.713076923,,L,12/12/17,14,6,49,29,,1,14,1,17,,44,1,3,2,31,,380,4,6,7,2,,2,2,240,,,,,1,,1,,,1,,,
316,1190521,166,Huddersfield,6.181428571,1,L,12/12/17,11,8,35.8,15,1,1,7,,8,,11,,,1,11,1,431,1,4,2,2,,2,,363,,,,,,,,,1,,,,
317,1190521,15,Chelsea,7.07,3,W,12/12/17,4,12,64.2,21,1,3,12,,10,,11,1,1,1,11,1,769,3,4,5,1,,10,,707,,1,,,,,,1,1,,,,
318,1190523,259,Swansea,6.092142857,,L,13/12/2017,12,14,21.5,17,,2,8,1,12,1,10,2,2,,11,,223,2,3,3,,,2,,149,,,,,,,,,,,,,
319,1190523,167,Manchester City,7.662857143,4,W,13/12/2017,6,19,78.5,22,1,3,23,2,17,1,11,1,3,5,10,1,834,5,10,10,2,2,1,,763,,1,,,,,,,1,,,,
320,1190525,29,West Ham,7.056666667,,T,13/12/2017,9,15,29.9,21,,2,6,,11,,20,1,,1,19,,300,1,4,,1,,4,,214,,,,,1,,,,,,1,,
321,1190525,13,Arsenal,7.066153846,,T,13/12/2017,9,15,70.1,21,,11,22,1,17,,19,2,,1,20,1,704,7,8,3,4,,,,607,,,,,1,1,,,,1,,,
322,1190527,162,Crystal Palace,6.865,2,W,12/12/17,14,8,53.6,21,2,4,14,,13,,35,2,2,1,16,,415,4,6,4,1,,3,,318,,1,,,,,,,1,,,,
323,1190527,27,Watford,6.415,1,L,12/12/17,18,4,46.4,24,,2,7,,21,,16,2,1,1,35,,352,6,3,2,,,,,242,,,,,,,,1,,,,,
324,1190529,32,Manchester United,6.960714286,1,W,13/12/2017,14,8,56.4,21,,4,9,,13,,10,,,1,12,1,570,4,3,2,1,,2,,482,,,,,1,,,1,,,1,,
325,1190529,183,Bournemouth,6.49,,L,13/12/2017,12,8,43.6,14,1,3,14,1,10,,12,1,2,1,10,3,427,9,4,7,1,,,,342,,,,,,,1,,,,,,
326,1190531,23,Newcastle United,6.435714286,,L,13/12/2017,10,11,55,41,,8,16,1,17,,34,1,1,,37,2,509,4,4,4,1,,2,,392,,,,1,2,,,,,1,,,
327,1190531,31,Everton,7.12,1,W,13/12/2017,11,4,45,23,2,,7,2,25,,37,,1,,34,,426,1,3,4,1,1,3,,312,,,,,,,,,,,,,
328,1190533,18,Southampton,6.337857143,1,L,13/12/2017,13,9,53.4,28,,2,11,,19,,21,,1,2,16,,413,9,5,4,3,,3,2,334,,,,,,,,,1,,,,
329,1190533,14,Leicester,7.273571429,4,W,13/12/2017,9,9,46.6,25,,3,16,1,23,,16,2,,,21,4,369,9,2,11,,,1,2,278,,3,,,,,,,1,,,,
330,1190534,30,Tottenham,7.012857143,1,W,14/10/2017,9,8,72.9,32,,8,18,,19,,19,1,4,2,16,,688,9,4,6,1,1,3,,613,,,,,,1,,,,,,,
331,1190534,183,Bournemouth,6.371428571,,L,14/10/2017,7,2,27.1,19,,1,5,,11,,16,1,,2,19,1,254,5,3,1,,,1,,169,,,,,,,,,,,,,
332,1190536,26,Liverpool,6.900714286,,T,13/12/2017,16,17,70.2,24,,6,14,2,20,,17,2,2,,17,1,711,5,3,5,1,,1,,611,,,,,,,,,,,,,
333,1190536,175,West Bromwich Albion,6.99,,T,13/12/2017,6,7,29.8,15,1,1,6,,24,1,17,,,1,17,,291,7,4,1,,,4,1,195,,,,,1,,,,,,1,,
334,1190537,27,Watford,6.827857143,2,W,14/10/2017,8,6,46.1,19,,3,11,,15,,22,3,,1,30,,465,2,6,2,2,,1,,365,,,1,,,,,,1,,,1,
335,1190537,13,Arsenal,6.592857143,1,L,14/10/2017,10,2,53.9,15,1,,9,2,18,,30,1,2,1,22,1,552,5,3,6,,,,,442,,,1,,,,,,,,,,
336,1190539,30,Tottenham,7.253571429,2,W,13/12/2017,5,11,75.1,28,1,11,25,2,15,,20,1,1,3,20,3,749,10,6,8,1,,3,,663,1,,,,,,,1,,,,,
337,1190539,211,Brighton,6.483571429,,L,13/12/2017,10,5,24.9,20,,1,7,,13,,20,1,1,1,20,,248,2,2,4,,,1,2,161,,,,,,1,,,,,,,
338,1190540,15,Chelsea,7.286428571,4,W,21/10/2017,13,13,52.5,11,1,1,14,1,22,1,24,2,1,,16,,462,6,5,8,1,2,6,1,377,1,1,,,,1,,,,,,,
339,1190540,27,Watford,6.437142857,2,L,21/10/2017,16,5,47.5,22,1,5,16,,17,2,16,1,2,,24,,406,6,6,5,2,1,3,,324,,,,,,1,,,1,,,,